Column1;Date;Case Number;ItemInCase;Language;Country;Repairability Index;Size;Model name;Year;General condition;Wash;Fabric;Fabric failure - Membrane delamination;Fabric failure - Leak through;Fabric failure - Wetting out;Fabric failure - Down leakage;Fabric failure - Fading;Fabric failure - Pilling;Fabric torn - Rips - Patchable;Fabric torn - Rips - Not patchable - 1 panel;Fabric torn - Rips - Not patchable - X panels;Fabric torn - Abrasion - Light;Fabric torn - Abrasion - Heavy - 1 panel;Fabric torn - Abrasion - Heavy - X panels;Fabric torn - Burn - Patchable - ;Fabric torn - Burn - Not patchable - 1 panel;Fabric torn - Burn - Not patchable - X panels;Fabric torn - Stain;Fabric torn - Membrane contamination - Light;Fabric torn - Membrane contamination - Heavy;Zipper failure - Zipper structureMain;Zipper failure - Zipper structureAll except main;Zipper failure - Zipper slider;Delamination - Press;Delamination - 70D Nylon;Delamination - Seam tape;Seam failure - Seam sewn non-WBW Membrane;Delamination - Seam sewn WBW Membrane;Delamination - Seam laminated;Other - Buckle;Known_issue;Repair solution;Repair Threshold;Customer Offer;Product_type;reasonofissue;Age;Repair Threshold Status;typeoffailure;misusetype
285;12/5/19;709106;1;EN;Australia;10;L;Enerva jacket women;2014;2_Good;No;WBW 3L Membrane;right arm pit zipper, left arm pit zipper, ;;;;right arm, left arm, ;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;2000;Replacement;shell;manufacturing_issue;5;above;fabric_failure;notmisused
260;12/2/19;709179;1;EN;Australia;10;S;Bering sv jacket men;2014;1_Used;No;WBW 3L Membrane;;;;;;;;left an right pocket flap, ;;;side panels,;;;;;;;;;;main zipper, ;pocket zippers, ;;;;;;;No;Yes;10;30% Discount;shell;manufacturing_issueANDmisuse;5;equal;construction_failure;damaged
196;11/22/19;709182;1;EN;Australia;10;XL;Mediterranean lt men;2017;2_Good;No;K Fleece;;;;;;;;right arm, front panel right, ;;;;;;;;;;;;;;;;;both cuffs, ;;;;No;Yes;3;50% Discount;shell;manufacturing_issueANDmisuse;2;below;construction_failure;damaged
166;11/19/19;709190;1;EN;Australia;10;L;Ross jacket men;2011;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;both cuffs, ;;;;;;;main zipper, ;;;;hem and cuffs, ;both cuffs, ;;;;;No;No;14;50% Discount;shell;manufacturing_issueANDmisuse;8;above;construction_failure;damaged
150;11/15/19;709201;1;EN;Australia;10;L;Mediterranean lt men;2019;2_Good;No;K Fleece;;;;;;;;hood, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;0;below;nofailure;damaged
224;11/27/19;709202;1;EN;Australia;10;M;Boreal sl jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood cord tunnel, hood facing, ;hang tag, neck, hem drawcord, ;;;;;;No;Yes;6;Replacement;shell;manufacturing_issue;8;below;construction_failure;notmisused
227;11/27/19;709233;1;EN;Australia;10;S;Tasman lt women;2014;2_Good;No;Down Loft;;;;;;;;right arm, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;5;below;nofailure;damaged
248;11/29/19;709250;1;EN;Australia;10;S;Ionian ar jacket men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;neck, ;;replace right hand pocket zipper,;;all zippers, ;;neck, both cufs, ;;;;;No;Yes;7;Repair;shell;manufacturing_issueANDmisuse;5;below;construction_failure;contaminated
266;12/3/19;709254;1;EN;Australia;10;M;Boreal ar jacket men;2017;1_Used;No;WBW 3L Membrane;right and front panels, both cuffs, right pocket bag, ;;;;;;;;;;;;;;;;;;;;;hood facing, ;;neck, ;;;;;Yes;Yes;1005;Replacement;shell;manufacturing_issue;2;above;fabric_failureANDconstruction_failure;notmisused
195;11/22/19;709273;1;EN;Australia;10;XXL;Tasman lt men;2014;2_Good;No;Down Loft;;;;;;;;upper back inside, ;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;6;50% Discount;shell;manufacturing_issueANDmisuse;5;below;construction_failure;damaged
256;12/2/19;709276;1;EN;Australia;10;S;Boreal sl hybrid jacket women;2016;2_Good;No;WBW 2L Membrane;;;shoulders,;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;0;Repair;shell;manufacturing_issue;3;below;fabric_failure;notmisused
211;11/26/19;709283;1;EN;Australia;10;L;Atlantis sl jacket men;2009;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;all,;neck, hood cord tunnel,;;;;;No;Yes;8;Replacement;shell;manufacturing_issue;10;below;construction_failure;notmisused
229;11/27/19;709290;1;EN;Australia;10;M;Boreal ar jacket men;2004;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;everywhere,;;main zipper, ;;;lining both cuffs, neck pad, laminated pocket,hood facing,;all, ;both cuffs, pocket bag donuts, neck, arm pit zippers arcteryx logo, upper chest pocket ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issueANDmisuse;15;above;construction_failure;contaminated
241;11/28/19;709316;1;EN;Australia;10;L;Boreal ar jacket men;2017;2_Good;No;WBW 3L Membrane;left shoulder, right shoulder, right arm pit zipper, left arm pit zipper, neck, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;2;above;fabric_failure;notmisused
252;12/2/19;709332;1;EN;Australia;10;M;Boreal ar jacket women;2010;3_Excellent;No;WBW 3L Membrane;upper back, left shoulder, right shoulder, ;;;;;;;;;;;;;;;;;;;;;;;neck, ;;;;;No;Yes;1002;Replacement;shell;manufacturing_issue;9;above;fabric_failureANDconstruction_failure;notmisused
381;12/20/19;709351;1;EN;Australia;10;XS;Atlantis sv jacket women;2005;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;lining both cuffs, all zippers, pocket bags, lam pockets, hood facing, ;all including inside pocket strap,;both cuffs, neck, pocket bag donuts, arm pit donuts, ;;;;Replace poder skirt, ;No;Yes;8;30% Discount;shell;manufacturing_issue;14;below;construction_failure;notmisused
383;12/19/19;709360;1;EN;Australia;10;XL;Atlantis sv jacket men;2012;2_Good;No;WBW 3L Membrane;hood, neck, ;;;;;;;;;;;;;;;;;;;;;;;nck, ;;;;;No;Yes;1002;Replacement;shell;manufacturing_issue;7;above;fabric_failureANDconstruction_failure;notmisused
194;11/22/19;709368;1;EN;Australia;10;S;Atlantis lt jacket men;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;hem, ;;;;;;;;;;;;;hood facing, collar, ;all, ;neck, hem both sides , ;;;;;No;Yes;14;30% Discount;shell;manufacturing_issueANDmisuse;12;above;construction_failure;damaged
197;11/22/19;709513;1;EN;Australia;10;S;Boreal ar jacket women;2014;2_Good;No;WBW 3L Membrane;neck, right arm pit, left arm pit, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;5;above;fabric_failure;notmisused
294;12/6/19;709750;1;EN;Australia;10;L;Boreal ar jacket men;2004;2_Good;No;WBW 3L Membrane;left shoulder, right shoulder, ;;;;;;;;;;;;;;;;;;main zipper;;;lining both cuffs, all zippers, ;;both cuffs, ;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issue;15;above;fabric_failureANDconstruction_failure;notmisused
222;11/27/19;709772;1;EN;Australia;10;L;Mediterranean lt men;2009;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;;hem drawcord sides;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;10;below;construction_failure;notmisused
231;11/27/19;709926;1;EN;Australia;10;L;Red parka women;2015;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;4;below;construction_failure;notmisused
247;11/29/19;710183;1;EN;Australia;10;XL;Red parka women;2011;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;8;below;construction_failure;notmisused
355;12/16/19;710312;1;EN;Australia;10;L;Boreal sl jacket men;2008;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;Yes;3;Replacement;shell;manufacturing_issue;11;below;construction_failure;notmisused
277;12/5/19;710612;1;EN;Australia;10;M;Ionian ar jacket women;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, ;all including donuts inside pocket bags, ;both cuffs, pocket bag donuts, neck, ;;;;;No;Yes;8;Repair;shell;manufacturing_issue;8;below;construction_failure;notmisused
235;11/28/19;710626;1;EN;Australia;10;XXL;Boreal lt hybrid jacket men;2016;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all,;neck, collar, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;3;below;construction_failure;notmisused
218;11/26/19;710657;1;EN;Australia;10;S;Boreal sl jacket women;2008;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;11;below;construction_failure;notmisused
605;1/29/20;710685;1;EN;Australia;2;M;Lazarev jacket women;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, ;;;;;;;No;No;6;Replacement;shell;manufacturing_issue;6;above;construction_failure;notmisused
278;12/5/19;710780;1;EN;Australia;10;S;Trident women;2006;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper,;;;;at hem,;;;;;;No;Yes;6;Repair;shell;manufacturing_issue;13;below;construction_failure;notmisused
255;12/2/19;711052;1;EN;Australia;10;L;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;right cuff, left cuff, ;;;;;;;self repaired right shoulder, ;;lower right front panel, lower left front panel, ;left pocket bag, ;;;;;;;neck, ;;right pocket zipper, ;;all zippers, hood facing, ;hem drawcord,  both cuffs, ;both cuffs, ;;;;;No;Yes;1016;Replacement;shell;manufacturing_issueANDmisuse;5;above;fabric_failureANDconstruction_failure;damagedandcontaminated
353;12/16/19;711306;1;EN;Australia;10;L;Boreal sl jacket men;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;hem, ;;;;;;No;Yes;6;Replacement;shell;manufacturing_issue;4;below;construction_failure;notmisused
341;12/13/19;711320;1;EN;Australia;10;M;Adreatic jacket men;2008;2_Good;No;WBW 3L Membrane;arm pits, ;;;;;;;;;boh cuffs, ;;;;;;;;;main zipper,;;;hood facing, all zippers, ;all, including drawcord anchor,;;;;;cuffs straps not holding, ;No;Yes;1009;30% Discount;shell;manufacturing_issueANDmisuse;11;above;fabric_failureANDconstruction_failure;damaged
258;12/2/19;711359;1;EN;Australia;10;M;Boreal ar jacket women;2006;2_Good;No;WBW 3L Membrane;upper back, left shoulder, right shoulder, lower right front panel, lower left front panel, neck, ;;;;;;;;;;;;;;;;;;main zipper, ;;;pocket bags, hood facing, lam pocket, lining both cuffs, all zippers,;all, ;neck, pocket bag donuts, both cuffs, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issue;13;above;fabric_failureANDconstruction_failure;notmisused
297;12/9/19;711627;1;EN;Australia;10;S;Somov parka men;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;lower left front panel, ;;;;;;;;;;;;;;;;;;No;Yes;3;Repair;shell;misuse;4;below;nofailure;damaged
287;12/6/19;711630;1;EN;Australia;10;M;Ionian ar jacket men;2007;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;everywhere,;;main zipper, ;;;pocket bags, all zipers, lam pocket, hood facing, lining both cuffs, ;all including donuts inside pocket bags, hem self repaired;arm pits, pocket bag donuts, neck, both cuffs, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issueANDmisuse;12;above;construction_failure;contaminated
293;12/6/19;712305;1;EN;Australia;10;M;Boreal sl jacket men;2009;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all 70D,;neck, hem drawcord, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;10;below;construction_failure;notmisused
238;11/28/19;712384;1;EN;Australia;10;M;Boreal ar jacket men;2008;2_Good;No;WBW 3L Membrane;right arm pit zipper, left arm pit zipper, right cuff, left cuff, ;;;;;;;;hood, ;;;;;;;;;;main zipper, ;;;all zippers, hood facing, ;all 70D,;neck, right pocket bag, left pocket bag, ;;;;;No;Yes;1017;30% Discount;shell;manufacturing_issueANDmisuse;11;above;fabric_failureANDconstruction_failure;damaged
401;12/27/19;712386;1;EN;Australia;10;M;Boreal sl jacket women;2008;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;11;below;construction_failure;notmisused
292;12/6/19;712405;1;EN;Australia;10;L;Boreal lt jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;alover brigh color, ;;both cuffs, neck, ;;;main zipper, ;;;both cuffs, ;;;;;No;Yes;3;Repair;shell;manufacturing_issueANDmisuse;2;below;construction_failure;contaminated
399;12/20/19;712506;1;EN;Australia;10;S;Molucca sl jacket women;2018;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;pocket bag, ;;neck, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;1;below;construction_failure;notmisused
295;12/9/19;712614;1;EN;Australia;10;XL;Boreal sl jacket women;2010;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hang tag, ;;hood, neck, ;;;;;No;Yes;5;30% Discount;shell;manufacturing_issue;9;below;construction_failure;notmisused
302;12/9/19;712633;1;EN;Australia;10;L;Tasman lt men;2016;3_Excellent;Yes;Down Loft;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;3;below;construction_failure;notmisused
320;12/11/19;712665;1;EN;Australia;10;XL;Boreal lt jacket women;2016;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;both hand pocket,;;hood facing, ;hang tag, ;both cuffs, neck, ;;;;;No;Yes;10;Repair;shell;manufacturing_issue;3;equal;construction_failure;notmisused
284;12/5/19;712684;1;EN;Australia;10;L;Apka men;2012;1_Used;No;K Fleece;;;;;;;;;upper left front panel, right cuff, left cuff, ;lower right front panel, ;;;;;;;;;main zipper, ;right hand pocket,;;;;;left arm pit zipper, ;;;;No;Yes;11;30% Discount;shell;manufacturing_issueANDmisuse;7;above;construction_failure;damaged
263;12/3/19;712688;1;EN;Australia;10;L;Bering sv jacket men;2017;2_Good;Yes;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper;;;;;;;;No;Yes;1;Repair;shell;manufacturing_issue;2;below;construction_failure;notmisused
245;11/29/19;712707;1;EN;Australia;10;M;Tasman lt women;2017;2_Good;No;Down Loft;;;;upper back, lower back, ;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;2;above;fabric_failure;notmisused
348;12/16/19;712708;1;EN;Australia;10;XS;Boreal ar jacket men;2015;2_Good;No;WBW 3L Membrane;left arm, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;4;above;fabric_failure;notmisused
257;12/2/19;712710;1;EN;Australia;10;S;Atlantis sv jacket men;2016;2_Good;No;WBW 3L Membrane;arm pits minor small bubble,;;;;;;left elbow, ;;;;;;;;;;;neck, bothpockets, ;;main zipper;;Cohesive Cordlock, all zippers, ;;both cuffs, neck, ;;;;;No;Yes;1007;Repair;shell;manufacturing_issueANDmisuse;3;above;fabric_failureANDconstruction_failure;damagedandcontaminated
280;12/5/19;712725;1;EN;Australia;10;S;Atlantis sv jacket men;2004;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;lining at both cuffs, all zippers, laminated pocket, ockt bags, hood facing, neck pad, ;all, self repaired at hem, snow skirt missing, ;both cuffs, neck, pocketbag donuts,;;;;;No;Yes;8;30% Discount;shell;manufacturing_issue;15;below;construction_failure;notmisused
466;1/7/20;712838;1;EN;Australia;10;S;Boreal ar jacket women;2013;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;;;;;;;neck, ;;;;;No;Yes;1002;Replacement;shell;manufacturing_issue;7;above;fabric_failureANDconstruction_failure;notmisused
265;12/3/19;713087;1;EN;Australia;10;M;Red jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;left arm pit;right and left front panels, ;;;;;;;;;main zipper, ;;;all zippers, left arm pit zip;all, ;;;;;;Yes;Yes;15;Replacement;shell;manufacturing_issueANDmisuse;8;above;construction_failure;damaged
219;11/26/19;713157;1;EN;Australia;10;L;Mediterranean ar men;2016;2_Good;No;K Fleece;;;;;;;;right cuff, ;;;;;;;;;;;main zipper,;;;;;;;;;;No;Yes;6;50% Discount;shell;manufacturing_issueANDmisuse;3;below;construction_failure;damaged
296;12/9/19;713213;1;EN;Australia;10;M;Boreal ar jacket women;2012;2_Good;No;WBW 3L Membrane;left shoulder, right shoulder, ;;;;;;;;;;;;;;;;;;;;;;hang tag, hem drawcord, ;;;;;;No;Yes;1003;Replacement;shell;manufacturing_issue;7;above;fabric_failureANDconstruction_failure;notmisused
315;12/4/19;713233;1;EN;Australia;10;L;Molucca lt jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;;both cuffs, ;;;;;No;Yes;5;Repair;shell;manufacturing_issue;3;below;construction_failure;notmisused
299;12/9/19;713241;1;EN;Australia;10;S;Atlantis sv jacket men;2009;2_Good;Yes;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, ;both cuffs, pocket bags donuts, neck, ;both cuffs, hood,  ;;;;;No;Yes;8;Repair;shell;manufacturing_issue;10;below;construction_failure;notmisused
379;12/18/19;713325;1;EN;Australia;10;L;Biscay lt men;2017;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;2;below;construction_failure;notmisused
305;12/9/19;713342;1;EN;Australia;10;S;Boreal ar jacket men;2018;2_Good;No;WBW 3L Membrane;right cuff, left cuff, ;;;;;;;lower left front panel, ;;;;;;;;;;;;;;;;;;;;;No;Yes;1003;Replacement;shell;manufacturing_issueANDmisuse;1;above;fabric_failure;damaged
300;12/9/19;713361;1;EN;Australia;10;S;Boreal ar jacket women;2011;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;neck, ;;;;all zippers, hood facing, pocket bags, lam pocket, ;all 70D,;both cuffs, pocketbag donuts, pit zip donuts, neck, ;;;;;No;Yes;1008;Replacement;shell;manufacturing_issueANDmisuse;8;above;fabric_failureANDconstruction_failure;contaminated
301;12/9/19;713390;1;EN;Australia;10;S;Ionian ar jacket women;2004;0_Trashed;No;WBW 3L Membrane;arm pit, neck, shoulders, ;;;;;;;;;;;;;;;;;;main zipper, ;;;;all, ;neck, ;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issue;15;above;fabric_failureANDconstruction_failure;notmisused
253;12/2/19;713478;1;EN;Australia;10;L;Ionian ar jacket men;2008;2_Good;No;WBW 3L Membrane;lower right front panel, lower left front panel, ;;;;;;;lower back, ;;;;;;;;;;;main zipper, ;;;all zippers, laminated pocket, hood facing, cuffs lining, ;All 70D, including donuts inside pocket bags,;neck, arm pit, ;;;;;No;Yes;1014;30% Discount;shell;manufacturing_issueANDmisuse;11;above;fabric_failureANDconstruction_failure;damaged
314;12/10/19;713488;1;EN;Australia;10;L;Neptuna sv men;2005;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;Main zipper;;;collar, arm pocket, hood facing, ;;;;;;;No;Yes;6;Repair;shell;manufacturing_issue;14;below;construction_failure;notmisused
276;12/6/19;713546;1;EN;Australia;10;M;Atlantis sl jacket women;2008;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;;neck, ;;;;;No;Yes;2;Replacement;shell;manufacturing_issue;11;below;construction_failure;notmisused
271;12/4/19;713574;1;EN;Australia;10;S;Mediterranean lt women;2015;2_Good;No;K Fleece;;;;;;;;;;;;;;;;lower back, ;;;main zipper;;;;;;tuck and sew both cuffs, ;;;;No;Yes;3;Repair;shell;manufacturing_issueANDmisuse;4;below;construction_failure;contaminated
590;1/28/20;713999;1;EN;Australia;2;L;Tasman lt women;2017;2_Good;No;Down Loft;;;;back seams,;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;3;above;fabric_failure;notmisused
517;1/17/20;714038;1;EN;Australia;2;S;Bering sv jacket men;2013;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;both cuffs, ;;;;;;;;;main zipper, ;;;;;;;;No;No;7;50% Discount;shell;manufacturing_issueANDmisuse;7;above;construction_failure;damaged
298;12/9/19;714163;1;EN;Australia;10;S;Aegean ar jacket women;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;Front panels, ;;;;;;;;;main zipper, ;;;lining both cuffs, all zippers, hood facing;all 70D,;both cuffs, pocket bags donuts, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issueANDmisuse;12;above;construction_failure;damaged
340;12/13/19;714270;1;EN;Australia;10;L;Red jacket men;2013;2_Good;No;WBW 3L Membrane;arm pit both sides, ;;;;;;;;;;;;;;;;;;main zipper, ;;;;all, ;both cuffs, ;;;;;No;Yes;1008;Replacement;shell;manufacturing_issue;6;above;fabric_failureANDconstruction_failure;notmisused
313;12/10/19;714337;1;EN;Australia;10;XL;Boreal ar jacket men;2009;1_Used;No;WBW 3L Membrane;hood, right arm pit zipper, left arm pit zipper, ;;;;;;;;;;;;;;;;;hood, neck, collar,;;;;lam pocket, pocket bags, neck pad,;all, ;neck, pocket bag donuts, arm pits,;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issueANDmisuse;10;above;fabric_failureANDconstruction_failure;contaminated
303;12/9/19;714613;1;EN;Australia;10;L;Ionian ar jacket men;2015;2_Good;No;WBW 3L Membrane;both cuffs, ;;;;;;;;;;;;;;;;;;;;main zipper, ;hood facing, ;;both cuffs, ;;;;;No;Yes;1006;Replacement;shell;manufacturing_issue;4;above;fabric_failureANDconstruction_failure;notmisused
378;12/18/19;714705;1;EN;Australia;10;XL;Tasman lt women;2018;1_Used;No;Down Loft;;;;;;;;left shoulder,;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;1;below;nofailure;damaged
242;11/28/19;714766;1;EN;Australia;10;S;Sargasso ar men;2019;2_Good;No;Down Loft;;;;;;;;Inner pocket frayed seam coming appart;;;;;;;;;;;;;;;;;left laminated pocket, ;;;;No;Yes;3;Replacement;shell;manufacturing_issueANDmisuse;0;below;construction_failure;damaged
282;12/5/19;715359;1;EN;Australia;10;M;Atlantis sv jacket men;2016;2_Good;No;WBW 3L Membrane;both cuffs, lower back, ;;;;;;;left arm pits, ;;;;;;;;;;neck, arm pits, ;;;;all zippers, hood facing, drawcod stopper at hem and hood, ;;both cuffs, ;;;;;No;Yes;1008;Replacement;shell;manufacturing_issueANDmisuse;3;above;fabric_failureANDconstruction_failure;damagedandcontaminated
412;12/30/19;715507;1;EN;Australia;10;L;Mediterranean lt women;2011;2_Good;No;K Fleece;;;;;;;right panel lower, ;;;both cufs, ;;;;;;;;;;;;;hem drew cord, ;;tuck and sew both cuffs, restitch ends on both pocket flaps, ;;;;No;Yes;3;Repair;shell;manufacturing_issueANDmisuse;8;below;construction_failure;damaged
316;12/11/19;715629;1;EN;Australia;10;M;Boreal sl jacket men;2009;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;neck pad, zippers,;;neck, hem drawcord, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;10;below;construction_failure;notmisused
328;12/12/19;715768;1;EN;Australia;10;L;Atlantis sv jacket women;2008;1_Used;No;WBW 3L Membrane;front right panel, ;;;;;;;;;;;;;;;;;around neck, ;;;;pocket bags, lam pocket, hood facing, all zippes, hood drew cord, ;all, including donuts inside pockets bags, ;both cuffs, neck, arm pit zip donuts, around hem, pockt bag donuts, ;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issueANDmisuse;11;above;fabric_failureANDconstruction_failure;contaminated
306;12/10/19;716135;1;EN;Australia;10;S;Boreal ar jacket women;2008;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;lining both cuffs, lam pocket, hood facing, ;all, ;both cuffs, neck, pocket bag donuts, ;;;;;No;Yes;11;Repair;shell;manufacturing_issue;11;above;construction_failure;notmisused
319;12/11/19;716146;1;EN;Australia;10;L;Bering sv jacket men;2012;3_Excellent;No;WBW 3L Membrane;;;;;;;;right hand pocket,;;;;;;;;;;;main zipper, ;right pocket zipper, ;;chest pockets, ;;;;;;;No;Yes;11;Repair;shell;manufacturing_issueANDmisuse;7;above;construction_failure;damaged
639;2/3/20;716159;1;EN;Australia;2;M;Red jacket women;2007;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zippe, ;;;all zippers, hood facing, cuffs lining, ;all,;;;;;;No;No;9;30% Discount;shell;manufacturing_issue;13;above;construction_failure;notmisused
397;12/20/19;716165;1;EN;Australia;10;XXL;Boreal ar jacket men;2013;1_Used;No;WBW 3L Membrane;arms, cuffs, ;;;;;;;;;;;arm pits, front panels, ;;;;;;;;;;all zippers, ;;;;;;;No;Yes;1009;30% Discount;shell;manufacturing_issueANDmisuse;6;above;fabric_failureANDconstruction_failure;damaged
